,Admin State,Allotment Name,Allotment Number,Authorization Number,Date NEPA Analysis Completed (mm/dd/yyyy)5,Date of Most Recent Land Health Evaluation Report (mm/dd/yyyy)1,Date of most recent Determination of Causal Factor(s) (mm/dd/yyyy)2,Land Health Standard(s) Not Achieved in the Allotment and Significant Causal Factor(s) Identified3,NEPA Identifier6,Office Code,Permit or Lease Status,"Type of NEPA Analysis for Grazing Authorization (EA, EIS, CX, DNA)4",Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
49,NM,CHINA DRAW,78094,3022552.0,09/21/05,8/26/04,None Needed,All Standards Met,EA-NM520051051,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
50,NM,CLAYTON BASIN,77013,3025328.0,01/12/02,7/5/12,None Needed,All Standards Met,EA-NM-080-99-41,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
51,NM,COLLIER TANK,78049,3023449.0,01/06/10,3/1/11,None Needed,All Standards Met,EA#NM-P020-2009-0990,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
52,NM,COLLUM,76001,3006916.0,12/08/03,5/16/02,None Needed,All Standards Met,EA-NM-080-03-0405,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
53,NM,COTTON PLACE,76045,3006712.0,08/07/03,3/9/11,None Needed,All Standards Met,EA-NM-080-99-274,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
54,NM,COTTONTAIL,78020,3006668.0,09/01/10,8/3/10,None Needed,All Standards Met,"EA-NM-080-98-178, DNA 10-1037",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
55,NM,COTTONWOOD ACRES,78004,3006663.0,08/20/09,None,,,NM-P020-2007-1013-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
56,NM,COTTONWOOD CREEK,78006,3020341.0,08/23/10,8/4/10,None Needed,All Standards Met,"EA-NM-080-99-629,DNA 10-1027",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
57,NM,COTTONWOOD HILLS,78104,3006684.0,08/23/10,8/11/10,None Needed,All Standards Met,"EA-NM-080-99-760, DNA 10-1057",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
58,NM,COTTONWOOD SPRINGS,78106,3000630.0,09/21/01,9/14/11,None Needed,All Standards Met,EA-NM-067-98-0474,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
59,NM,COX CANYON,79225,3007025.0,08/01/01,8/15/12,None Needed,All Standards Met,EA-NM-080-99-946,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
60,NM,COX CANYON - E,79226,3007026.0,08/01/01,None,,,EA-NM-080-99-946,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
61,NM,COX CANYON - II,79127,3006927.0,08/01/01,None,,,EA-NM-080-99-946,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
62,NM,CROOKED CANYON - II,79109,3006914.0,01/06/02,7/19/11,None Needed,All Standards Met,EA-NM-080-99-149,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
63,NM,CROOKED CREEK,79046,3024950.0,08/20/09,7/19/11,None Needed,All Standards Met,NM-P020-2007-1196-EA,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
64,NM,CROW,78009,3000727.0,08/02/01,8/22/11,None Needed,All Standards Met,EA-NM-080-99-734,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
65,NM,CUEVO EAST,79024,3000496.0,08/20/09,None,,,NM-P020-2006-1408-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
66,NM,CUEVO WEST,79025,3000500.0,08/20/09,None,,,NM-P020-2006-1408-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
67,NM,DAGGER DRAW,77016,3006544.0,03/05/02,4/20/09,None Needed,All Standards Met,EA-NM-080-99-273,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
68,NM,DARK CANYON,78084,3020034.0,09/01/04,8/8/06,None Needed,All Standards Met,EA-NM-080-02-0825,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
69,NM,DAYTON,78025,3006584.0,08/20/09,9/21/06,None Needed,All Standards Met,EA# NM-520-06-01387,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
70,NM,DEEP WELLS,76030,3006884.0,01/20/06,9/13/12,None Needed,All Standards Met,EA-NM-520-06-0034,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
71,NM,DEER CANYON,78048,3006532.0,07/31/01,3/1/11,None Needed,All Standards Met,EA-NM-080-99-347,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
72,NM,DELAWARE RIVER-WEST,78142,3006533.0,07/19/01,None,,,EA-NM-080-99-0539,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
73,NM,DIPPER ALLOTMENT,77011,3006621.0,09/15/05,11/4/08,None Needed,All Standards Met,EA-NM-520-05-888,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
74,NM,DOLOMITE,78071,3006620.0,08/13/01,7/14/11,None Needed,All Standards Met,EA-NM-080-01-0885,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
75,NM,"DONAGHE, LESTER S",78033,3000731.0,08/02/01,8/22/11,None Needed,All Standards Met,EA-NM-080-99-734,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
76,NM,DOUBLE CANYON,78121,3006527.0,09/15/05,6/1/05,None Needed,All Standards Met,EA-NM-520-05-0862,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
77,NM,DRY CHAPARRAL,78012,3021308.0,08/20/09,2/17/08,None Needed,All Standards Met,NM-P020-2009-0405-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
78,NM,E. RATTLESNAKE FLAT,76033,3006538.0,05/26/06,9/22/05,None Needed,All Standards Met,EA-NM-520-06-0361,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
79,NM,EAGLE CREEK,79001,3024580.0,08/20/09,10/21/08,None Needed,All Standards Met,NM-P020-2009-077-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
80,NM,EAST HOPE,78038,3023373.0,03/08/99,None,,,EA# NM-080-99-175,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
81,NM,EAST RATTLESNAKE CAN,76031,3006864.0,12/06/06,None,,,EA-NM-520-06-1359,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
82,NM,EAST TELLTALE BLUFF,77046,3006720.0,12/12/03,12/10/03,None Needed,All Standards Met,EA-NM-080-04-118,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
83,NM,EDDY 13,76058,3020946.0,08/17/01,8/8/12,None Needed,All Standards Met,EA-NM-080-00-560,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
84,NM,EL RANCHO GRANDE,78003,3000395.0,07/30/01,None,,,EA-NM-080-99-940,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
85,NM,"ELKINS, SAM",79026,3006542.0,08/10/01,9/21/11,None Needed,All Standards Met,EA-NM-080-01-753,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
86,NM,ENCINO DRAW,79030,3006520.0,09/01/10,8/3/10,None Needed,All Standards Met,"EA-NM-080-99-288, DNA 10-1038",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
87,NM,EUNICE,76017,3023367.0,09/29/03,5/22/02,None Needed,All Standards Met,EA-NM-080-03-0710,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
88,NM,EWING PLACE,78112,3020152.0,06/07/11,2/14/11,None Needed,All Standards Met,"EA-NM-080-01-214,DNA11-890",LLNMP02000,ACTIVE,EA &DNA,,,,,,,,,,,,,
89,NM,FAIRVIEW,76038,3024946.0,06/19/09,3/30/07,None Needed,All Standards Met,DOI-BLM-NM-P020-2009-0076-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
90,NM,FELIZ,79002,3006675.0,08/20/09,None,,,NM-P020-2006-1114-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
91,NM,FELIZ RIVER,78001,3006644.0,01/02/02,3/29/11,None Needed,All Standards Met,EA-NM-080-99-149,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
92,NM,FENTON DRAW,77048,3000377.0,08/10/01,None,,,EA-NM-080-01-609,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
93,NM,FLUME DRAW HILLS,78092,3022920.0,09/06/01,4/2/12,None Needed,All Standards Met,EA# NM 080-01-0214,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
94,NM,FLYING H,79017,3006547.0,07/31/01,7/19/11,None Needed,All Standards Met,EA-NM-080-99-0830,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
95,NM,FOREHAND CROSSING,78091,3006625.0,07/10/01,None,,,EA-NM-080-99-0626,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
96,NM,GARDENER DRAW,78042,3006565.0,07/30/01,6/15/11,None Needed,All Standards Met,EA-NM-080-99-934,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
97,NM,GLADIOLA,76002,3006913.0,01/06/10,9/17/09,None Needed,All Standards Met,EA#NM-P020-2009-1032,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
98,NM,GOEDEKE GRAZING CELL,76046,3006595.0,08/07/01,11/10/10,None Needed,All Standards Met,EA-NM-080-99-274,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
99,NM,GOLDEN EAGLE,78069,3006677.0,07/30/01,7/14/11,None Needed,All Standards Met,EA-NM-080-99-0627,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
100,NM,GOLF COURSE,76010,3006891.0,01/06/10,3/24/09,None Needed,All Standards Met,EA#NM-P020-2009-0944,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
101,NM,GOPHER HILLS,78076,3023821.0,08/21/01,2/15/11,None Needed,All Standards Met,EA-NM-080-01-0610,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
102,NM,GRAPEVINE DRAW,78122,3006587.0,12/17/03,7/18/08,None Needed,All Standards Met,EA-NM-080-03-0796,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
103,NM,GRAPEVINE SPRING,78130,3006545.0,08/03/01,7/15/11,None Needed,All Standards Met,EA-NM-080-99-0949,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
104,NM,GYP WATERHOLE,78054,3022665.0,07/31/01,6/29/11,None Needed,All Standards Met,EANM08099943,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
105,NM,HACKBERRY CANYON,78118,3006616.0,07/19/01,9/15/11,None Needed,All Standards Met,EA-NM-080-01-0663,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
106,NM,HACKBERRY HILLS,78073,3024596.0,08/03/01,2/15/11,None Needed,All Standards Met,"EA-NM-080-99-0947,DNA-2011",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
107,NM,HALFWAY,76021,3023433.0,01/08/06,9/30/05,None Needed,All Standards Met,EA-NM-520-06-278,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
108,NM,HARKEY CROSSING,78088,3024024.0,09/07/02,7/14/11,None Needed,All Standards Met,EA-NM-080-00-0995,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
109,NM,HARROUN CROSSING,77047,3006722.0,12/13/07,None,,,Unknown,LLNMP02000,ACTIVE,,,,,,,,,,,,,,
110,NM,HART RANCH,76049,3006717.0,09/19/03,8/6/12,None Needed,All Standards Met,EA-NM-080-03-0030,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
111,NM,HAY HOLLOW,78107,3006676.0,08/02/07,None,,,EA-NM-520-06-0022,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
112,NM,HERRADURA BEND,78099,3006682.0,08/17/01,None,,,EA-NM-080-01-0888,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
113,NM,HILINE,77010,3006666.0,04/30/04,None,,,EA-NM-080-03-724,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
114,NM,HOPE CANAL ALLOTMENT,78017,3006724.0,02/27/03,3/19/09,None Needed,All Standards Met,EANM-080-02-0612,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
115,NM,HOPE HILL,78028,3006667.0,08/20/09,11/15/06,None Needed,All Standards Met,NM-P020-2007-0129-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
116,NM,INDIAN BASIN,78061,3006586.0,09/07/02,8/3/11,None Needed,All Standards Met,EA-NM-080-00-0752,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
117,NM,INDIAN FLATS,77025,3006690.0,08/13/01,7/14/11,None Needed,All Standards Met,EA-NM-080-01-839,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
118,NM,INDIAN HILLS,78065,3006651.0,01/06/10,8/13/09,None Needed,All Standards Met,EA#NM-P020-2009-0895,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
119,NM,IRONHOUSE DRAW,76060,3006867.0,12/12/05,1/28/03,None Needed,All Standards Met,EA-NM-080-04-113,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
120,NM,JACKSON EAST,76057,3006873.0,08/20/09,10/6/08,None Needed,All Standards Met,NM-P020-2009-0144-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
121,NM,JAL - NORTHWEST,76032,3021318.0,12/12/03,1/28/03,None Needed,All Standards Met,EA-NM-080-04-0116,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
122,NM,JAVELINA BASIN,76043,3006507.0,08/23/10,3/24/09,None Needed,All Standards Met,EA-NM-080-99-296; DNA 10-963,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
123,NM,JOHNSON DRAW,77005,3017485.0,08/15/01,1/18/12,None Needed,All Standards Met,EA-NM-080-01-856,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
124,NM,JONES CITY,76024,3006903.0,10/07/03,1/31/02,None Needed,All Standards Met,EA-NM-080-03-0680,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
125,NM,JONES CITY - NORTH,76016,3006911.0,01/06/10,12/30/08,None Needed,All Standards Met,EA#NM-P020-2010-0051,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
126,NM,JUMPING SPRINGS,78108,3024951.0,08/20/09,12/11/08,None Needed,All Standards Met,NM-P020-2009-0450-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
127,NM,JUNIPER,79043,3006893.0,08/02/01,7/19/11,None Needed,All Standards Met,EA-NM-080-99-939,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
128,NM,KELLY WELL,78095,3006627.0,09/17/10,None,,,"EA-NM-080-99-120, DNA 10-1118",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
129,NM,KEYSTONE,77019,3025150.0,08/20/09,11/13/08,None Needed,All Standards Met,DOI-BLM-NM-P020-2009-0203-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
130,NM,KUYKENDALL DRAW,78083,3017814.0,07/25/01,None,,,EA-NM-080-99-924,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
131,NM,LA HUERTA,77038,3006710.0,07/26/01,6/28/11,None Needed,All Standards Met,EA-NM-080-01-881,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
132,NM,LAGUNA TONTO,76011,3006656.0,08/07/01,8/6/12,None Needed,All Standards Met,EA-NM-080-99-256,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
133,NM,LAGUNA TOSTON,76022,3006510.0,08/20/09,3/3/09,None Needed,All Standards Met,NM-P020-2009-0449-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
134,NM,LAKE ARTHUR EAST,77002,3006636.0,09/19/03,None,,,EA-NM-080-03-029,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
135,NM,LAST CHANCE CANYON,78116,3006581.0,08/26/07,7/10/07,None Needed,All Standards Met,EA-NM-520-07-117,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
136,NM,LAZY U T SPRINGS,78136,3006552.0,07/31/01,5/31/12,None Needed,All Standards Met,EA-NM-080-99-651,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
137,NM,LEA TOWNSITE,76020,3006508.0,03/21/06,8/6/12,None Needed,All Standards Met,EA-NM-520-06-347,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
138,NM,LEA TOWNSITE II,76120,3006853.0,01/06/06,9/30/05,None Needed,All Standards Met,EA-NM-520-05-1131,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
139,NM,LINDSEY LAKE,77045,3006716.0,09/10/01,1/11/12,None Needed,All Standards Met,EA-NM-080-01-886,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
140,NM,LITTLE BOX CANYON,78062,3006562.0,09/17/10,2/3/09,None Needed,All Standards Met,"EA-NM-080-99-181, DNA 10-0199",LLNMP02000,ACTIVE,EA &DNA,,,,,,,,,,,,,
141,NM,LITTLE LAKE,77043,3024715.0,02/07/06,8/8/12,None Needed,All Standards Met,EA-NM-520-06-0190,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
142,NM,LIVINGSTON RIDGE,77027,3006655.0,10/14/05,6/28/12,None Needed,All Standards Met,EA-NM-520-05-922,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
143,NM,LOBO,78109,3022832.0,09/21/01,9/14/11,None Needed,All Standards Met,EA# NM-06798-0474,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
144,NM,LOCO HILLS,77004,3006605.0,01/27/03,None,,,EA-NM-080-02-0830,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
145,NM,LONG CANYON,79032,3006521.0,07/11/02,6/14/11,None Needed,All Standards Met,EA-NM-080-00-653,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
146,NM,LOWER DELAWARE RIVER,78141,3021213.0,09/01/06,None,,,EA-NM-520-06-0149,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
147,NM,LOWER DOUBLE CANYON,78126,3022577.0,07/15/05,7/7/05,None Needed,All Standards Met,EANM5202005881,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
148,NM,LOWER REED WELL,78102,3006598.0,12/15/03,8/11/10,None Needed,All Standards Met,EA-NM-080-03-0923,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
149,NM,LOWER TUCKER DRAW,77041,3025308.0,09/07/10,8/10/10,None Needed,All Standards Met,EA-NM-067-99-051,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
150,NM,MAIN CANAL,76063,3022982.0,08/04/10,7/19/10,None Needed,All Standards Met,DOI-BLM-NM-P020-2010-0956-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
151,NM,MALJAMAR SOUTH,76007,3020947.0,08/07/01,8/2/12,None Needed,All Standards Met,EA-NM-067-99-053,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
152,NM,MALJAMAR SOUTH II,76107,3006906.0,09/18/03,5/24/02,None Needed,All Standards Met,EA-NM-080-02-835,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
153,NM,MANNING DOME,79007,3006901.0,01/06/10,3/11/11,None Needed,All Standards Met,EA#NM-P020-2009-0995,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
154,NM,MAROON CLIFFS,77022,3006579.0,06/15/09,6/28/12,None Needed,All Standards Met,NM-P020-2008-1222-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
155,NM,MCDONALD FLATS,79013,3006857.0,08/20/09,8/6/04,None Needed,All Standards Met,NM-P020-2009-0260-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
156,NM,MCGRUDER HILL,78077,3006583.0,02/10/02,4/16/09,None Needed,All Standards Met,EA-NM-080-99-203,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
157,NM,MCKITTRICK DRAW,78043,3006576.0,01/06/10,8/20/09,None Needed,All Standards Met,EA#NM-P020-2009-0945,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
158,NM,MEDLIN-WELLS,76035,3006604.0,02/21/06,3/24/09,None Needed,All Standards Met,EA-NM-520-06-1392,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
159,NM,MEXICO WELLS,76052,3006602.0,08/07/01,3/2/11,None Needed,All Standards Met,EA-NM-080-99-274,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
160,NM,MIMOSA,77049,3022473.0,08/04/10,7/14/11,None Needed,All Standards Met,DOI-BLM-NM-P020-2010-0782-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
161,NM,MONUMENT - SOUTHWEST,76019,3006858.0,06/07/02,9/23/10,None Needed,All Standards Met,EA-NM-080-99-054,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
162,NM,MONUMENT DRAW,76012,3006890.0,01/06/10,9/15/09,None Needed,All Standards Met,EA#NM-P020-2009-1027,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
163,NM,MONUMENT-JAL OILFIEL,76047,3006851.0,10/09/02,9/29/10,None Needed,All Standards Met,EA-NM-067-98-970,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
164,NM,MOSLEY CANYON,78100,3006660.0,01/06/10,9/23/09,None Needed,All Standards Met,EA#NM-P020-2009-1047,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
165,NM,NADINE,76015,3006872.0,09/30/03,1/6/10,None Needed,All Standards Met,EA-NM-080-03-0718,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
166,NM,NASH DRAW,77033,3006686.0,03/01/08,5/22/07,None Needed,All Standards Met,EA-NM-520-07-1174,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
167,NM,NORTH HOPE,78031,3024865.0,08/20/09,8/21/12,None Needed,All Standards Met,NM-P020-2009-0258-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
168,NM,NORTH LONG CANYON,79038,3006561.0,08/02/01,5/11/07,None Needed,All Standards Met,EA-NM-080-99-797,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
169,NM,NUEVO CANYON,78110,3006504.0,09/13/02,7/17/06,None Needed,All Standards Met,EA-NM-080-01-662,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
170,NM,OCHOA - NORTHWEST,76036,3006876.0,05/22/01,11/17/10,None Needed,All Standards Met,EA-NM-080-99-827,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
171,NM,OIL CENTER NORTH,76025,3006886.0,08/20/09,3/3/09,None Needed,All Standards Met,NM-P020-2009-0450-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
172,NM,OIL CENTER SOUTH,76026,3025430.0,06/19/09,12/8/08,None Needed,All Standards Met,DOI-BLM-NM-P020-2009-0242-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
173,NM,OLD BALDY,76041,3006860.0,03/18/04,1/31/02,None Needed,All Standards Met,EA-NM-080-02-0221,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
174,NM,OLD INDIAN DRAW,77028,3006591.0,05/14/08,6/15/07,None Needed,All Standards Met,EA-NM-520-07-0952,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
175,NM,OTIS,78098,3006546.0,06/28/01,7/14/11,None Needed,All Standards Met,EA-NM-080-99-937,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
176,NM,PECOS RIVER,78145,3006721.0,07/31/01,None,,,EA-NM-080-01-0862,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
177,NM,PENASCO,79022,3006889.0,08/01/01,None,,,EA-NM-080-99-0945,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
178,NM,PENASCO CANYON,79016,3006910.0,08/03/01,7/6/11,None Needed,All Standards Met,EA-NM-080-99-0950,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
179,NM,PENASCO EAST,79027,3021015.0,01/06/10,7/19/11,None Needed,All Standards Met,EA#NM-P020-2009-0896,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
180,NM,PENASCO RIVER,79019,3006629.0,11/01/10,4/3/09,None Needed,All Standards Met,"EA-NM-080-99-684, DNA 2010",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
181,NM,PENASCO RIVER FARM,78036,3006560.0,07/30/01,7/19/11,None Needed,All Standards Met,EA-NM-080-99-936,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
182,NM,PENASCO SCHOOL,79021,3025445.0,07/11/01,7/19/11,None Needed,All Standards Met,EANM08099816,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
183,NM,PENN TANK,76040,3006513.0,06/18/01,1/19/11,None Needed,All Standards Met,EA-NM-080-00-818,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
184,NM,PHANTOM BANKS,77040,3024264.0,01/06/10,2/26/08,None Needed,All Standards Met,EA-NM-P020-2009-0969,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
185,NM,PIERCE CANYON,77036,3000270.0,01/06/10,3/17/09,None Needed,All Standards Met,EA#NM-P020-2009-0840,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
186,NM,PINON,79041,3025383.0,01/06/10,3/22/07,None Needed,All Standards Met,EA# NM-P020-2009-1033,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
187,NM,PLAYA DUNES,76029,3006884.0,01/20/06,9/13/12,None Needed,All Standards Met,EA-NM-520-06-0034,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
188,NM,PRETTY BIRD HILLS,79028,3000726.0,08/15/01,8/16/11,None Needed,All Standards Met,EA-NM-080-01-680,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
189,NM,PUMPJACK SOUTH,76006,3006664.0,08/03/01,1/13/11,None Needed,All Standards Met,EA-NM-080-99-363,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
190,NM,PUMPJACK SOUTH II,76106,3006895.0,01/06/10,5/24/07,None Needed,All Standards Met,EA#NM-P020-2009-0939,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
191,NM,QUAHADA RIDGE,77026,3024667.0,04/04/11,11/10/10,None Needed,All Standards Met,DOI-BLM-NM-P020-2011-0212-DNA,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
192,NM,QUERECHO PLAINS,76008,3024853.0,08/20/09,7/19/12,None Needed,All Standards Met,NM-P020-2009-0187-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
193,NM,RAILROAD,77018,3006523.0,01/06/10,11/4/08,None Needed,All Standards Met,EA#NM-P020-2009-0989,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
194,NM,RAIN SPRINGS,78146,3006726.0,07/10/08,4/15/06,None Needed,All Standards Met,EA-NM-520-07-750,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
195,NM,RATTLESNAKE CANYON,78119,3006612.0,09/07/10,3/3/09,None Needed,All Standards Met,"EA-NM-067-98-042, DNA 10-1117",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
